member_id,full_name,gender,branch,occupation,phone_number,join_date,monthly_contribution_kes,member_status,national_id
MEM1336,Laban Akoth,Male,Kisumu,Police Officer,0700767693,2018-11-18,2000,Active,33829432
MEM1337,Ndegwa Otieno,Female,Kisumu,Small Business Owner,0712129365,2019-05-07,1000,Active,38982418
MEM1338,Robert Ngethe,Male,Nairobi,Police Officer,0712711561,2018-12-22,2000,Active,31011463
MEM1339,Eunice Mwenda,Male,Nairobi,Small Business Owner,0700255570,2021-02-04,500,Inactive,20393124
MEM1340,Stephen Auma,Female,Mombasa,Nurse,0722372022,2018-06-03,500,Active,16874507
MEM1341,Mercy Muturi,Male,Nakuru,Police Officer,0701856169,2018-11-17,1000,Active,39483643
MEM1342,Henry Oguta,Female,Kisumu,Shopkeeper,0720600143,2018-01-06,1500,Active,31922330
MEM1343,Rotich Mugo,Male,Mombasa,Police Officer,0711460934,2020-04-16,3000,Active,34717320
MEM1344,Lucy Kabiru,Male,Nairobi,Shopkeeper,0711715656,2020-07-11,2000,Active,19147439
MEM1345,Erick Kimani,Male,Mombasa,Driver,0701648759,2021-11-12,2000,Active,23730587
MEM1346,Lilian Kimani,Male,Nairobi,Police Officer,0701496339,2021-05-01,1500,Active,33161995
MEM1347,Irene Ojwang,Female,Mombasa,Nurse,0729779872,2020-08-20,1000,Active,10343174
MEM1348,Boniface Ogola,Female,Nairobi,Civil Servant,0711650750,2019-08-20,1500,Active,23954864
MEM1349,Ruth Kariuki,Female,Kisumu,Nurse,0729283906,2018-03-08,5000,Active,37633917
MEM1350,Wanjiru Awino,Male,Nairobi,Engineer,0729498325,2019-04-20,500,Inactive,23879450
MEM1351,Henry Mwenda,Female,Kisumu,Driver,0722801229,2019-08-14,3000,Active,22654442
MEM1352,Wanjiru Odero,Male,Kisumu,Police Officer,0733458997,2021-12-18,2000,Active,19331040
MEM1353,Edward Ochieng,Male,Kisumu,Engineer,0712424333,2019-08-03,1500,Active,38274113
MEM1354,Achieng Adhiambo,Male,Kisumu,Farmer,0712335206,2021-12-10,2000,Active,16358447
MEM1355,Simon Oguta,Male,Kisumu,Accountant,0711391835,2022-10-27,1500,Active,37404731
MEM1356,Grace Gicheru,Female,Nairobi,Small Business Owner,0733781570,2020-07-18,3000,Active,36146463
MEM1357,Alex Mwenda,Female,Kisumu,Accountant,0712473818,2018-05-26,3000,Active,26381827
MEM1358,Alice Wambua,Female,Nairobi,Accountant,0729581633,2021-11-08,1500,Active,18503548
MEM1359,Ann Kimani,Female,Kisumu,Driver,0722980779,2019-04-24,1000,Active,30137008
MEM1360,Irene Matheka,Male,Nairobi,Teacher,0712877391,2023-03-08,2000,Active,10349962
MEM1361,Adhiambo Kimani,Female,Nakuru,Civil Servant,0712481220,2019-06-26,3000,Active,31023096
MEM1362,Tabitha Mwenda,Male,Nairobi,Police Officer,0722517848,2022-06-02,1000,Active,33237220
MEM1363,Patrick Rotich,Female,Mombasa,Civil Servant,0733445521,2022-06-09,2000,Active,23269720
MEM1364,Esther Owino,Male,Mombasa,Farmer,0733384660,2021-07-04,2000,Active,11402553
MEM1365,Peter Njeri,Female,Mombasa,Civil Servant,0733936677,2021-04-22,2000,Active,33353943
MEM1366,Brian Njeri,Male,Nakuru,Small Business Owner,0722568328,2021-09-16,1000,Active,35740497
MEM1367,Gerald Akello,Male,Nairobi,Small Business Owner,0712356578,2022-07-05,2000,Active,25070241
MEM1368,Philip Nderitu,Male,Nairobi,Accountant,0700935998,2023-03-28,3000,Active,14324771
MEM1369,Kamau Mureithi,Male,Nairobi,Police Officer,0711823201,2019-02-10,1000,Active,32245347
MEM1370,Francis Korir,Female,Nairobi,Small Business Owner,0712339431,2020-05-20,1000,Active,33135759
MEM1371,Njenga Maina,Male,Kisumu,Farmer,0729286049,2018-08-24,5000,Active,17481785
MEM1372,Mary Nderitu,Female,Mombasa,Teacher,0722738727,2021-01-20,1000,Active,12366404
MEM1373,Emmanuel Anyango,Male,Nairobi,Accountant,0700678788,2019-04-06,3000,Active,31394207
MEM1374,Janet Akoth,Female,Nairobi,Civil Servant,0700195797,2021-08-19,1500,Active,13837968
MEM1375,Laban Kamau,Male,Nairobi,Accountant,0712868959,2018-11-02,1000,Active,13868101
MEM1376,Eric Kirui,Male,Nairobi,Farmer,0733238987,2023-02-04,3000,Active,15332598
MEM1377,Isaac Mwenda,Female,Kisumu,Accountant,0700163821,2019-06-29,1500,Active,36547932
MEM1378,Ruth Wainaina,Female,Nakuru,Farmer,0712338641,2022-08-20,1500,Active,26392575
MEM1379,Eric Mwenda,Male,Nairobi,Driver,0712714127,2018-10-19,1500,Active,12231380
MEM1380,Boniface Musyoka,Female,Mombasa,Small Business Owner,0729586823,2018-05-27,2000,Active,16152492
MEM1381,Wanjiru Awino,Female,Mombasa,Farmer,0733663015,2018-05-03,1000,Active,28016706
MEM1382,Daniel Adhiambo,Male,Kisumu,Farmer,0722434347,2018-12-06,1500,Inactive,20985001
MEM1383,Francis Ogol,Female,Mombasa,Small Business Owner,0733305967,2022-06-12,5000,Active,15615895
MEM1384,Mwangi Awuor,Female,Mombasa,Police Officer,0729222060,2019-09-22,1000,Active,34833398
MEM1385,Robert Ojwang,Female,Nairobi,Shopkeeper,0729187436,2021-05-03,2000,Active,18606683
MEM1386,Purity Mwangi,Female,Nairobi,Nurse,0729306984,2022-03-14,1000,Active,32847400
MEM1387,Lucy Korir,Male,Kisumu,Shopkeeper,0733668714,2022-08-16,2500,Active,33992203
MEM1388,Rotich Chepkemoi,Male,Nairobi,Shopkeeper,0712727356,2021-03-11,1000,Active,33320975
MEM1389,Jacqueline Kamau,Male,Nairobi,Nurse,0729414531,2023-03-02,5000,Active,23361527
MEM1390,Achieng Ogola,Male,Nairobi,Driver,0722709970,2019-08-15,1500,Suspended,19556529
MEM1391,Sharon Ngethe,Female,Kisumu,Teacher,0720216941,2020-06-18,1000,Active,27993902
MEM1392,Florence Ogol,Male,Nairobi,Small Business Owner,0729915158,2018-09-12,500,Active,19611296
MEM1393,Kamau Akoth,Female,Mombasa,Police Officer,0712717545,2020-08-17,1000,Active,19553108
MEM1394,Gregory Nderitu,Male,Kisumu,Farmer,0729100519,2021-11-11,1500,Active,38706088
MEM1395,Lydiah Wanjiku,Female,Mombasa,Accountant,0700891213,2019-09-15,1000,Inactive,29129661
MEM1396,Ian Otieno,Male,Nairobi,Accountant,0720730565,2021-12-04,2500,Active,18774456
MEM1397,Lilian Kirui,Male,Kisumu,Shopkeeper,0700616533,2020-04-04,1500,Active,13640389
MEM1398,Brian Auma,Female,Nairobi,Farmer,0711444603,2023-04-15,1000,Active,35534563
MEM1399,Moses Wainaina,Male,Nairobi,Police Officer,0729639178,2019-07-12,2000,Active,14006422
MEM1400,Isaac Mutua,Male,Mombasa,Farmer,0700776624,2020-10-21,2000,Active,23250854
MEM1401,Elijah Okumu,Female,Nakuru,Driver,0700377033,2021-01-10,1000,Active,37611186
MEM1402,Francis Munyao,Male,Kisumu,Police Officer,0712457713,2020-10-08,1000,Active,39715792
MEM1403,Joyce Akello,Male,Nairobi,Farmer,0700810769,2020-06-15,500,Inactive,39663009
MEM1404,Ian Mwenda,Female,Nairobi,Shopkeeper,0700756326,2018-06-14,2000,Active,16782226
MEM1405,Ndegwa Nderitu,Male,Nakuru,Small Business Owner,0729216884,2021-05-09,2000,Inactive,12902561
MEM1406,Beatrice Gitau,Female,Nakuru,Civil Servant,0711611265,2018-03-23,1500,Active,28614320
MEM1407,Joyce Gicheru,Male,Kisumu,Police Officer,0722434713,2022-12-27,2500,Active,38402293
MEM1408,Peter Mulwa,Male,Nairobi,Civil Servant,0729619871,2020-06-03,2500,Active,26709007
MEM1409,Grace Waithaka,Male,Nakuru,Civil Servant,0711287480,2022-02-13,2000,Active,16737333
MEM1410,Eunice Mutua,Female,Nairobi,Driver,0733897376,2019-10-23,3000,Inactive,14265272
MEM1411,Rose Mbugua,Female,Nakuru,Nurse,0720805666,2021-05-21,1000,Active,27388764
MEM1412,Robert Mwenda,Female,Kisumu,Engineer,0700199161,2019-05-28,1000,Active,11197731
MEM1413,Irene Mutua,Male,Mombasa,Driver,0729459065,2018-02-22,1000,Active,25735585
MEM1414,Mark Njoroge,Female,Mombasa,Civil Servant,0711302999,2018-07-07,500,Active,26066526
MEM1415,Lucy Kamau,Male,Nairobi,Driver,0733899908,2019-04-14,1500,Active,13668972
MEM1416,Hellen Okello,Female,Nairobi,Small Business Owner,0712323573,2023-05-24,3000,Active,13738186
MEM1417,Edward Auma,Male,Nairobi,Nurse,0700626154,2021-10-12,500,Active,17672055
MEM1418,Paul Chebet,Female,Nairobi,Farmer,0700435560,2022-09-09,1000,Active,11276117
MEM1419,Samuel Awuor,Female,Mombasa,Civil Servant,0729207916,2022-10-29,1500,Active,37954020
MEM1420,Wangari Mutua,Female,Nairobi,Civil Servant,0700739135,2021-03-24,3000,Active,23021262
MEM1421,Rose Wainaina,Male,Nakuru,Nurse,0712698745,2021-04-17,1000,Active,16190065
MEM1422,Samuel Wainaina,Male,Nairobi,Teacher,0711439492,2023-05-02,1500,Active,12805419
MEM1423,Jacqueline Odero,Male,Mombasa,Shopkeeper,0711301225,2018-02-12,500,Active,35586643
MEM1424,Harrison Munyao,Female,Nairobi,Police Officer,0720923982,2022-04-16,1000,Active,33273917
MEM1425,Paul Muturi,Female,Nakuru,Police Officer,0711993761,2021-10-08,5000,Active,37058599
MEM1426,Chepkemoi Njeri,Female,Mombasa,Engineer,0711739760,2022-08-10,5000,Active,12261581
MEM1427,Collins Kyalo,Male,Kisumu,Driver,0711441501,2019-07-06,500,Active,18111845
MEM1428,Tabitha Njeri,Male,Nakuru,Nurse,0729785234,2021-03-26,5000,Active,24628008
MEM1429,James Yego,Male,Nairobi,Farmer,0720917632,2018-03-24,2000,Active,30646740
MEM1430,Purity Mutua,Male,Nairobi,Nurse,0700339834,2022-04-12,3000,Active,22445402
MEM1431,Janet Murimi,Female,Mombasa,Small Business Owner,0700594908,2022-03-29,1500,Suspended,24700483
MEM1432,Atieno Akello,Female,Nairobi,Civil Servant,0700488802,2018-12-25,1500,Active,34774791
MEM1433,Ian Mulwa,Male,Mombasa,Teacher,0711421107,2020-08-21,1500,Active,14790187
MEM1434,Mark Musyoka,Female,Nakuru,Driver,0701862010,2020-11-28,2000,Active,24831858
MEM1435,Rotich Kariuki,Female,Nairobi,Engineer,0701969512,2021-08-27,1000,Active,30032045
MEM1436,Beatrice Mbugua,Male,Mombasa,Driver,0701571552,2020-06-24,500,Active,35807605
MEM1437,Felix Kyalo,Male,Nairobi,Teacher,0700545957,2023-02-20,1000,Active,11377473
MEM1438,Dennis Nderitu,Female,Nairobi,Small Business Owner,0720899743,2019-07-24,2000,Active,32242453
MEM1439,Isaac Gicheru,Female,Nakuru,Small Business Owner,0720105948,2019-01-07,1000,Active,26898659
MEM1440,Florence Murimi,Female,Kisumu,Nurse,0720157994,2021-04-13,2000,Active,35729208
MEM1441,Charles Odero,Female,Nairobi,Nurse,0720470789,2020-06-11,5000,Active,16340761
MEM1442,Mark Okumu,Female,Nakuru,Small Business Owner,0711579083,2021-07-24,500,Active,35788232
MEM1443,Fredrick Waithaka,Male,Nairobi,Farmer,0700120425,2022-07-26,2000,Inactive,17060904
MEM1444,Mwangi Ouma,Female,Mombasa,Driver,0712318742,2020-10-04,1500,Active,34323948
MEM1445,Isaac Kariuki,Female,Kisumu,Shopkeeper,0700409116,2023-06-08,3000,Active,20667669
MEM1446,Stephen Mugo,Male,Nairobi,Accountant,0701124829,2018-07-06,1000,Active,11468271
MEM1447,Tabitha Kuria,Male,Kisumu,Shopkeeper,0701548264,2020-08-20,2000,Active,29085806
MEM1448,Njoroge Mutua,Female,Mombasa,Teacher,0720441505,2019-12-14,2500,Active,10476846
MEM1449,Mwangi Gakuya,Female,Mombasa,Police Officer,0712936212,2020-04-16,3000,Inactive,15124115
MEM1450,Achieng Aoko,Male,Nairobi,Engineer,0712747554,2019-11-14,2000,Active,21453721
MEM1451,Erick Rotich,Male,Nairobi,Shopkeeper,0729998004,2019-10-20,1500,Suspended,38839616
MEM1452,Lucy Wambua,Female,Mombasa,Police Officer,0700212024,2021-10-04,2000,Active,18415524
MEM1453,Joyce Matheka,Male,Kisumu,Police Officer,0733354948,2018-08-03,3000,Active,15889776
MEM1454,Lydiah Aoko,Male,Mombasa,Shopkeeper,0711441293,2022-10-23,2000,Active,21747984
MEM1455,Purity Gitau,Male,Nairobi,Police Officer,0729856300,2018-11-26,500,Active,25503336
MEM1456,Philip Wainaina,Male,Nairobi,Nurse,0729148234,2019-11-07,3000,Active,16732673
MEM1457,Collins Kariuki,Male,Nairobi,Shopkeeper,0720821211,2020-04-23,2000,Active,31613589
MEM1458,Wanjiru Mwangi,Male,Nairobi,Shopkeeper,0729361982,2021-11-21,2000,Active,11893414
MEM1459,Esther Musyoka,Male,Nairobi,Nurse,0700736176,2020-10-11,1000,Active,23130247
MEM1460,Moses Awino,Male,Nairobi,Driver,0720162198,2019-08-14,2000,Active,22751836
MEM1461,Janet Muthoni,Male,Nairobi,Small Business Owner,0733158840,2021-09-18,1500,Inactive,15137100
MEM1462,Isaac Otieno,Female,Nairobi,Shopkeeper,0701389455,2023-04-20,2000,Inactive,19791371
MEM1463,Mary Kabiru,Female,Nairobi,Accountant,0701559406,2020-03-31,1000,Active,26964939
MEM1464,Michael Korir,Male,Kisumu,Nurse,0700216424,2022-07-25,2000,Active,12135718
MEM1465,Lydiah Musyoka,Female,Nairobi,Accountant,0729240807,2022-04-07,5000,Active,17557652
MEM1466,Duncan Musyoka,Female,Nairobi,Engineer,0733440310,2021-01-31,500,Active,16172779
MEM1467,Joseph Kimani,Female,Nairobi,Teacher,0720964352,2018-03-17,5000,Active,31045797
MEM1468,Erick Murimi,Male,Nairobi,Accountant,0711257726,2020-07-20,1500,Active,16520937
MEM1469,Njenga Ojwang,Male,Kisumu,Civil Servant,0700701975,2018-06-30,3000,Active,21270552
MEM1470,Lilian Munyao,Male,Nairobi,Driver,0712689128,2019-10-07,2500,Active,32079226
MEM1471,Tabitha Mugo,Male,Nairobi,Shopkeeper,0733559550,2019-06-01,2000,Active,34198821
MEM1472,Hellen Wanjiku,Female,Nairobi,Civil Servant,0712443767,2019-10-25,2000,Active,24726087
MEM1473,Wambua Ouma,Male,Nairobi,Shopkeeper,0700683715,2018-08-26,3000,Active,10849251
MEM1474,Charles Kuria,Female,Nairobi,Driver,0700823066,2023-06-10,1500,Inactive,39237228
MEM1475,Catherine Auma,Female,Nakuru,Teacher,0722247290,2022-05-02,1000,Active,24781750
MEM1476,Hellen Wambua,Male,Nakuru,Teacher,0733924076,2020-04-07,2000,Suspended,12328103
MEM1477,Njoroge Kamau,Male,Nakuru,Police Officer,0701994889,2022-11-07,2500,Active,38300556
MEM1478,Gerald Gitonga,Female,Kisumu,Farmer,0701910237,2020-11-19,2500,Suspended,18246878
MEM1479,Winnie Ojwang,Male,Nairobi,Accountant,0729883572,2022-08-17,2500,Active,30188361
MEM1480,Ann Gicheru,Male,Nairobi,Engineer,0712293084,2018-01-03,1500,Active,27735416
MEM1481,Mercy Otieno,Male,Nairobi,Civil Servant,0701591075,2021-09-08,2500,Active,19657184
MEM1482,Gerald Gakuya,Male,Nairobi,Driver,0712583187,2022-11-16,1000,Suspended,28684890
MEM1483,Alex Achieng,Female,Kisumu,Farmer,0701449188,2021-01-16,1500,Active,15405551
MEM1484,Ndegwa Ndegwa,Female,Nairobi,Shopkeeper,0712810587,2020-08-04,500,Active,14810479
MEM1485,Rose Muturi,Female,Nairobi,Farmer,0700367762,2020-04-26,1000,Active,28358413
MEM1486,Alex Achieng,Male,Nairobi,Police Officer,0722247083,2018-04-22,1500,Active,20655329
MEM1487,Allan Odhiambo,Female,Kisumu,Shopkeeper,0733773437,2019-01-20,1500,Active,11902976
MEM1488,David Oguta,Female,Nairobi,Farmer,0720548088,2020-11-27,2000,Active,13736816
MEM1489,Eunice Murimi,Male,Nairobi,Civil Servant,0720945220,2020-01-11,1500,Active,32976827
MEM1490,Lucy Gathogo,Female,Nairobi,Engineer,0729936865,2021-06-29,1500,Inactive,12185445
MEM1491,Eunice Onyango,Male,Kisumu,Nurse,0722972073,2022-03-30,1000,Active,23754772
MEM1492,John Awuor,Female,Kisumu,Teacher,0722637145,2020-10-17,1500,Inactive,27382783
MEM1493,Grace Kamau,Female,Nairobi,Teacher,0701116988,2021-07-04,1000,Inactive,27927252
MEM1494,Sharon Muthoni,Female,Nairobi,Farmer,0720133642,2020-06-24,500,Active,10585921
MEM1495,Kamau Mutua,Female,Nairobi,Driver,0701928519,2022-04-06,2000,Active,30756309
MEM1496,Thomas Ouma,Male,Nakuru,Driver,0729396376,2018-04-16,2000,Active,34175379
MEM1497,Njoroge Gitau,Female,Nairobi,Small Business Owner,0701765189,2019-02-21,2000,Active,15701409
MEM1498,Hellen Kariuki,Female,Kisumu,Small Business Owner,0733870109,2019-07-01,1500,Active,34296071
MEM1499,Florence Ndegwa,Male,Mombasa,Nurse,0733692767,2021-01-29,1500,Active,20792993
MEM1500,Lydiah Okello,Female,Nairobi,Police Officer,0733685410,2018-09-26,3000,Active,22427627
